TYPE,AGE,RACE,FAMSIZE,HISTORIC,START_YEAR,END_YEAR,REHABTOTAL,FY_COMPLT,PARCEL_ID
SF,,12 - BLACK/AFRICAN AMER,4,0,11/08,08/09,118531.7890625,FY10,1066
SF,26,11 - WHITE,1,0,10/09,11/09,0,FY10,706
RENTAL,0,12 - BLACK/AFRICAN AMER,0,0,05/09,09/09,1675,FY10,567
RENTAL,0,11 - WHITE,0,1,09/08,09/09,16650,FY10,379
SF,61,11 - WHITE,1,0,01/10,09/10,21400,FY11,554
SF,33,11 - WHITE,5,0,02/10,09/10,24710,FY11,388
SF,25,11 - WHITE,1,0,10/10,11/10,0,FY11,705
SF,28,11 - WHITE,1,0,04/10,10/10,20978,FY11,630
SF,49,11 - WHITE,1,0,01/10,10/10,35100,FY11,72
SF,40,12 - BLACK/AFRICAN AMER,1,0,03/09,03/09,0,FY09,518
SF,42,11 - WHITE,1,0,10/10,10/10,0,FY11,465
SF,35,11 - WHITE,1,0,10/10,10/10,0,FY11,26
SF,29,20 - OTHER MULTI-RACIAL,2,0,03/10,11/10,6100,FY11,191
SF,50,12 - BLACK/AFRICAN AMER,1,0,12/07,04/08,32474,FY08,87
RENTAL,56,11 - WHITE,,0,11/13,03/14,4676,FY14,756
RENTAL,55,11 - WHITE,,0,11/13,03/14,4620,FY14,551
SF,22,11 - WHITE,2,0,11/10,11/10,0,FY11,536
SF,53,12 - BLACK/AFRICAN AMER,2,0,07/13,07/14,32570,FY15,139
SF,,0 - NON-PROFIT,,0,12/13,09/14,123778.9765625,FY15,1032
RENTAL,56,11 - WHITE,,0,03/14,09/14,14470,FY15,541
SF,56,11 - WHITE,2,0,07/13,09/14,14970,FY15,537
SF,40,12 - BLACK/AFRICAN AMER,5,0,08/14,09/14,475,FY15,872
SF,,0 - NON-PROFIT,,0,11/12,09/13,102500,FY14,940
SF,46,12 - BLACK/AFRICAN AMER,1,0,01/16,01/16,4320,FY16,885
SF,21,11 - WHITE,1,0,03/17,03/17,0,FY17,544
SF,22,11 - WHITE,1,0,12/14,01/15,0,FY15,698
SF,0,0 - NON-PROFIT,,0,09/13,02/15,134390.484375,FY15,698
SF,32,12 - BLACK/AFRICAN AMER,8,0,12/14,01/15,0,FY15,487
SF,67,11 - WHITE,1,0,12/14,01/15,16975,FY15,164
SF,64,11 - WHITE,1,0,01/15,01/15,0,FY15,794
SF,56,12 - BLACK/AFRICAN AMER,1,0,02/10,10/10,25838,FY11,71
SF,49,11 - WHITE,2,0,05/10,05/11,26552,FY11,27
SF,60,11 - WHITE,2,0,09/10,05/11,40150,FY11,966
RENTAL,50,11 - WHITE,0,0,02/11,06/11,7950,FY11,115
RENTAL,51,12 - BLACK/AFRICAN AMER,,1,10/09,06/11,11532,FY11,444
RENTAL,64,11 - WHITE,,0,10/10,06/11,11060,FY11,245
SF,30,12 - BLACK/AFRICAN AMER,4,0,10/10,06/11,71453.9765625,FY10,1015
SF,23,11 - WHITE,2,0,06/08,10/08,33519,FY09,546
SF,32,20 - OTHER MULTI-RACIAL,2,1,04/08,12/08,325,FY09,369
SF,32,12 - BLACK/AFRICAN AMER,1,0,09/09,10/09,5270,FY10,661
SF,87,12 - BLACK/AFRICAN AMER,2,0,07/09,10/09,5490,FY10,499
RENTAL,56,11 - WHITE,,0,12/12,04/13,5731,FY13,943
RENTAL,50,11 - WHITE,0,1,03/09,11/09,9070,FY10,406
SF,63,12 - BLACK/AFRICAN AMER,1,0,10/13,11/13,0,FY14,1049
SF,0,0 - NON-PROFIT,0,1,12/07,08/09,133867,FY10,189
SF,24,12 - BLACK/AFRICAN AMER,3,0,05/15,07/15,0,FY16,81
SF,0,0 - NON-PROFIT,,0,03/14,07/15,161007,FY16,81
OTHER,0,11 - WHITE,0,0,05/07,03/08,0,FY08,441
SF,0,0 - NON-PROFIT,0,0,08/09,07/11,0,FY12,597
RENTAL,37,11 - WHITE,,0,07/09,04/10,8575,FY10,355
SF,48,11 - WHITE,3,0,01/09,02/09,0,FY09,1023
SF,30,11 - WHITE,6,0,03/09,10/09,33625,FY10,76
SF,32,12 - BLACK/AFRICAN AMER,3,0,01/09,01/09,0,FY09,1078
SF,32,11 - WHITE,2,0,02/09,03/09,0,FY09,1006
SF,36,11 - WHITE,6,0,09/13,12/13,4350,FY14,576
SF,37,12 - BLACK/AFRICAN AMER,3,0,11/13,12/13,0,FY14,838
SF,,0 - NON-PROFIT,,0,07/13,06/14,54689.390625,FY14,838
SF,43,12 - BLACK/AFRICAN AMER,1,0,11/13,12/13,0,FY14,122
SF,0,0 - NON-PROFIT,,0,12/12,12/13,55000,FY14,983
SF,24,11 - WHITE,3,0,05/11,07/11,0,FY12,597
SF,13,11 - WHITE,,0,09/13,12/13,5330,FY14,776
RENTAL,42,11 - WHITE,,1,05/08,04/09,9590,FY09,456
RENTAL,48,11 - WHITE,,0,10/08,04/09,9732.5,FY09,742
SF,43,11 - WHITE,1,0,10/13,11/13,0,FY14,1038
SF,48,11 - WHITE,,0,09/13,12/13,10136,FY14,95
SF,48,11 - WHITE,1,0,07/16,03/17,19685,FY17,1007
SF,30,11 - WHITE,2,0,08/16,03/17,0,FY17,772
SF,23,20 - OTHER MULTI-RACIAL,1,0,03/17,04/17,0,FY17,330
SF,33,11 - WHITE,5,0,07/14,09/14,0,FY15,1032
RENTAL,,NONE,,0,05/08,06/08,375,FY08,1075
SF,,0 - NON-PROFIT,,0,04/13,03/15,0,FY15,671
RENTAL,35,11 - WHITE,,0,11/13,03/14,8707,FY14,665
SF,,11 - WHITE,4,0,10/14,04/15,6080,FY15,64
SF,0,0 - NON-PROFIT,0,0,06/16,04/17,83200,FY17,330
SF,0,11 - WHITE,,0,03/17,04/17,0,FY17,33
SF,91,11 - WHITE,2,1,11/07,05/09,42045,FY09,386
SF,27,11 - WHITE,3,0,10/08,03/09,5979,FY09,763
SF,41,11 - WHITE,2,0,01/09,03/09,650,FY09,333
RENTAL,,11 - WHITE,,0,12/08,08/09,30485,FY10,420
SF,33,11 - WHITE,4,0,01/09,03/09,9805,FY09,1003
SF,61,12 - BLACK/AFRICAN AMER,1,0,01/09,03/09,5570,FY09,4
SF,60,11 - WHITE,1,0,03/10,12/10,25789,FY11,962
SF,36,12 - BLACK/AFRICAN AMER,5,0,09/08,02/09,107953,FY09,250
RENTAL,70,11 - WHITE,,1,05/09,05/10,8825,FY10,572
RENTAL,56,12 - BLACK/AFRICAN AMER,,0,09/10,06/11,20415,FY11,444
SF,41,11 - WHITE,7,0,06/10,06/11,24579,FY11,361
SF,33,12 - BLACK/AFRICAN AMER,3,0,08/11,09/11,0,FY12,840
SF,43,12 - BLACK/AFRICAN AMER,4,0,05/11,09/11,20910,FY12,848
SF,69,11 - WHITE,1,0,08/10,09/11,25655,FY12,792
SF,25,11 - WHITE,1,0,10/13,11/13,0,FY14,971
SF,0,0 - NON-PROFIT,0,0,07/13,06/13,39601.55859375,FY14,971
SF,38,11 - WHITE,1,0,10/13,11/13,0,FY14,190
SF,43,11 - WHITE,4,0,11/13,11/13,0,FY14,509
SF,30,20 - OTHER MULTI-RACIAL,3,0,08/13,08/13,0,FY14,279
RENTAL,54,11 - WHITE,,0,03/13,11/13,8390,FY14,637
SF,49,11 - WHITE,2,0,07/13,11/13,1575,FY14,77
SF,,0 - NON-PROFIT,,0,11/12,06/14,23909.830078125,FY14,1038
SF,54,11 - WHITE,,0,10/13,11/13,475,FY14,20
RENTAL,54,11 - WHITE,,0,05/13,10/13,9767,FY14,364
RENTAL,54,11 - WHITE,,0,11/12,11/13,11545,FY14,387
SF,35,11 - WHITE,4,1,09/08,09/09,50190,FY10,571
SF,36,11 - WHITE,1,0,09/09,10/09,0,FY10,44
SF,26,12 - BLACK/AFRICAN AMER,5,0,10/09,10/09,0,FY10,841
SF,,0 - NON-PROFIT,,0,07/13,03/14,41971.30078125,FY14,1054
RENTAL,40,11 - WHITE,,0,10/13,03/14,8120,FY14,741
SF,48,12 - BLACK/AFRICAN AMER,4,0,08/16,11/16,23355,FY17,1021
SF,68,11 - WHITE,1,0,11/16,12/16,2475,FY17,911
SF,75,11 - WHITE,1,0,11/16,1/17,3720,FY17,269
SF,33,13 - ASIAN,4,0,12/16,12/16,0,FY17,843
SF,54,11 - WHITE,1,0,11/16,01/17,0,FY17,813
SF,67,11 - WHITE,1,0,09/16,01/17,37375,FY17,448
SF,40,11 - WHITE,1,0,12/16,01/17,0,FY17,57
SF,53,12 - BLACK/AFRICAN AMER,1,0,11/16,01/17,1215,FY17,887
SF,58,12 - BLACK/AFRICAN AMER,1,0,1/17,2/17,0,FY17,449
SF,48,11 - WHITE,1,0,01/17,02/17,0,FY17,82
SF,0,0 - NON-PROFIT,0,0,02/15,02/17,95180,FY17,449
SF,60,12 - BLACK/AFRICAN AMER,2,0,09/16,02/17,40820,FY17,831
RENTAL,,11 - WHITE,,1,03/11,08/11,5065,FY12,374
SF,31,12 - BLACK/AFRICAN AMER,2,0,09/13,10/13,0,FY14,870
RENTAL,40,11 - WHITE,,1,01/13,01/14,49512,FY14,435
RENTAL,54,11 - WHITE,,0,08/13,01/14,7605,FY14,421
SF,54,11 - WHITE,1,0,01/14,02/14,0,FY14,106
SF,79,11 - WHITE,4,0,01/14,02/14,0,FY14,657
SF,0,0 - NON-PROFIT,,0,07/13,04/14,240258.953125,FY14,923
SF,33,11 - WHITE,2,0,12/13,02/14,0,FY14,993
RENTAL,54,11 - WHITE,0,0,12/13,03/14,1810,FY14,666
RENTAL,41,11 - WHITE,,0,07/13,03/14,950,FY14,195
SF,80,4-HISPANIC,4,0,03/17,05/17,2125,FY17,25
SF,20,11 - WHITE,1,0,04/17,04/17,0,FY17,1079
SF,35,11 - WHITE,1,0,05/17,0517,0,FY17,402
SF,25,11 - WHITE,1,0,04/17,05/17,0,FY17,1082
SF,0,0 - NON-PROFIT,0,0,03/14,05/17,49085.3203125,FY17,1082
SF,0,0 - NON-PROFIT,0,0,08/16,05/17,134300,FY17,402
SF,27,11 - WHITE,1,0,06/17,06/17,0,FY17,1027
SF,0,0 - NON-PROFIT,0,0,08/16,06/17,99061.4921875,FY17,1027
SF,38,12 - BLACK/AFRICAN AMER,6,0,06/17,07/17,0,FY18,801
SF,30,12 - BLACK/AFRICAN AMER,6,0,09/16,05/17,37730,FY17,994
SF,61,11 - WHITE,2,0,03/17,06/17,13304,FY17,390
SF,36,11 - WHITE,1,0,11/16,06/17,18585,FY17,1076
SF,59,11 - WHITE,1,0,09/16,06/17,30335,FY17,622
SF,45,11 - WHITE,1,0,06/17,07/17,0,FY18,769
SF,48,11 - WHITE,1,0,06/17,07/17,4595,FY18,1002
RENTAL,56,11 - WHITE,0,0,01/17,06/17,8595,FY17,419
SF,45,12 - BLACK/AFRICAN AMER,4,0,08/17,09/17,0,FY18,1014
SF,42,11 - WHITE,3,0,02/17,08/17,50950,FY18,369
RENTAL,0,11 - WHITE,0,0,04/17,09/17,8065,FY18,986
RENTAL,0,11 - WHITE,0,0,05/17,09/17,26390,FY18,426
RENTAL,0,11 - WHITE,0,0,03/17,09/17,35545,FY18,365
SF,37,12 - BLACK/AFRICAN AMER,5,0,03/17,09/17,45556,FY18,504
RENTAL,58,12 - BLACK/AFRICAN AMER,,0,06/17,10/17,15990,FY18,490
SF,54,11 - WHITE,3,0,08/17,11/17,15013,FY18,489
SF,85,12 - BLACK/AFRICAN AMER,1,0,09/17,11/17,10797,FY18,876
RENTAL,59,11 - WHITE,0,0,08/17,11/17,16290,FY18,112
RENTAL,45,12 - BLACK/AFRICAN AMER,0,0,08/17,12/17,23598,FY18,511
RENTAL,37,11 - WHITE,0,0,5/17,11/17,16270,FY18,738
SF,73,11 - WHITE,1,0,08/17,11/17,20475,FY18,403
SF,0,0 - NON-PROFIT,0,0,03/14,05/18,42840.9296875,FY18,1088
SF,0,0 - NON-PROFIT,0,0,03/14,05/18,45562.12109375,FY18,1086
SF,43,11 - WHITE,2,0,02/18,03/18,1302,FY18,976
SF,35,11 - WHITE,1,0,02/18,04/18,11270,FY18,568
SF,58,11 - WHITE,1,0,12/17,04/18,33640,FY18,169
SF,60,11 - WHITE,2,0,11/17,03/18,20535,FY18,203
RENTAL,0,11 - WHITE,0,0,09/17,03/18,17670,FY18,272
SF,61,11 - WHITE,5,0,05/17,03/18,34361,FY18,375
SF,60,11 - WHITE,9,0,09/17,06/18,48440,FY18,274
SF,29,11 - WHITE,1,0,11/17,06/18,11465,FY18,531
RENTAL,0,11 - WHITE,0,0,10/17,04/18,7559,FY18,91
SF,28,11 - WHITE,4,0,7/17,6/18,36232.6484375,FY18,1017
RENTAL,0,11 - WHITE,0,0,01/18,05/18,720,FY18,235
SF,68,12 - BLACK/AFRICAN AMER,1,0,4/18,5/18,875,FY18,945
SF,53,11 - WHITE,1,0,04/18,06/18,12900,FY18,654
SF,69,11 - WHITE,1,0,06/16,02/18,25540,FY18,491
SF,80,11 - WHITE,1,0,02/18,05/18,4050,FY18,700
SF,69,11 - WHITE,1,0,11/17,02/18,4127,FY18,1024
SF,25,11 - WHITE,1,0,05/18,06/18,0,FY18,1092
SF,0,0 - NON-PROFIT,0,0,03/14,03/18,48745.2109375,FY18,1092
RENTAL,0,11 - WHITE,0,0,02/18,08/18,0,FY18,407
SF,0,0 - NON-PROFIT,0,0,03/14,08/18,46866.9296875,FY19,1090
RENTAL,0,11 - WHITE,,0,11/18,02/19,50646,FY19,362
SF,52,12 - BLACK/AFRICAN AMER,8,0,11/18,04/19,22850,FY19,800
RENTAL,,11 - WHITE,,0,11/18,04/19,17360,FY19,304
SF,84,11 - WHITE,1,0,10/18,04/19,7195,FY19,477
SF,68,11 - WHITE,2,0,11/18,04/19,8582,FY19,350
RENTAL,,11 - WHITE,4,0,07/18,07/18,16430,FY19,427
RENTAL,,14 - AMER INDIAN,1,0,11/18,11/18,0,FY19,1067
SF,50,11 - WHITE,2,0,10/18,12/18,2950,FY19,956
SF,59,11 - WHITE,2,0,09/18,11/18,19440,FY19,604
RENTAL,,12 - BLACK/AFRICAN AMER,1,0,02/18,02/19,24445,FY19,226
RENTAL,,11 - WHITE,,0,09/18,01/19,0,FY19,105
SF,89,20 - OTHER MULTI-RACIAL,1,0,07/18,09/18,2250,FY19,938
RENTAL,0,14 - AMER INDIAN,,0,11/18,04/19,22160,FY19,104
SF,70,11 - WHITE,2,0,03/19,06/19,8371,FY19,103
RENTAL,0,11 - WHITE,0,0,08/18,12/18,7685,FY19,100
SF,60,12 - BLACK/AFRICAN AMER,1,0,06/18,08/18,33884,FY19,1061
RENTAL,0,11 - WHITE,1,0,04/18,08/18,95760,FY19,100
RENTAL,,11 - WHITE,,0,10/18,11/18,0,FY19,1039
RENTAL,,11 - WHITE,4,0,05/18,01/19,50880,FY19,432
RENTAL,70,12 - BLACK/AFRICAN AMER,0,0,10/18,04/19,31320,FY19,530
SF,60,11 - WHITE,1,0,04/18,08/18,51782,FY19,263
RENTAL,,11 - WHITE,8,0,05/19,05/19,0,FY19,133
RENTAL,,13 - ASIAN,4,0,02/18,05/18,3715,FY18,131
RENTAL,,11 - WHITE,3,0,05/18,12/18,33681,FY19,204
RENTAL,,11 - WHITE,0,0,11/18,06/19,48340,FY19,234
RENTAL,,14 - AMER INDIAN,1,0,11/18,03/19,14290,FY19,257
RENTAL,,11 - WHITE,4,0,10/18,04/19,8306,FY19,158
SF,60,11 - WHITE,1,0,02/19,04/19,3715,FY19,648
RENTAL,38,11 - WHITE,6,0,08/18,01/19,7790,FY19,289
SF,36,11 - WHITE,5,0,03/19,03/19,8165,FY19,979
SF,68,11 - WHITE,1,0,01/19,02/19,5975,FY19,817
SF,73,11 - WHITE,1,0,11/18,04/19,11796,FY19,746
RENTAL,,14 - AMER INDIAN,2,0,11/18,05/19,1950,FY19,959
SF,52,18 - BLACK/AF AM & WHITE,4,0,06/18,06/19,22780,FY19,467
RENTAL,0,11 - WHITE,2,0,12/18,05/19,27453,FY19,210
SF,39,12 - BLACK/AFRICAN AMER,6,0,08/18,10/18,13385,FY19,801
SF,55,12 - BLACK/AFRICAN AMER,1,0,08/18,01/19,5800,FY19,887
SF,49,20 - OTHER MULTI-RACIAL,2,0,11/18,01/19,13810,FY19,1019
RENTAL,,11 - WHITE,0,0,12/18,07/19,41370,FY19,493
SF,66,11 - WHITE,1,0,10/17,11/18,6105,FY19,585
RENTAL,68,11 - WHITE,0,0,02/19,06/19,21036,FY19,524
RENTAL,,11 - WHITE,,0,04/19,07/19,11778,FY19,910
RENTAL,80,11 - WHITE,3,0,02/19,07/19,5205,FY19,270
SF,70,12 - BLACK/AFRICAN AMER,1,0,11/18,03/19,3950,FY19,1000
SF,64,11 - WHITE,2,0,10/18,01/19,26055,FY19,603
RENTAL,,17 - ASIAN & WHITE,,0,02/18,10/18,28445,FY19,299
SF,63,11 - WHITE,2,0,08/17,10/18,42554,FY19,682
SF,51,12 - BLACK/AFRICAN AMER,3,0,12/18,05/19,4470,FY19,515
SF,23,11 - WHITE,1,0,12/18,02/19,9115,FY19,479
SF,38,20 - OTHER MULTI-RACIAL,2,0,10/18,10/18,2950,FY19,192
RENTAL,,11 - WHITE,2,0,05/18,11/18,28475,FY19,308
SF,30,11 - WHITE,2,0,03/18,10/18,40258,FY19,932
SF,80,12 - BLACK/AFRICAN AMER,2,0,11/17,09/18,46846,FY19,98
SF,47,11 - WHITE,2,0,10/17,07/19,27995,FY19,40
SF,64,11 - WHITE,1,0,03/19,04/19,3432,FY19,451
SF,40,11 - WHITE,3,0,11/18,06/19,22126,FY19,55
RENTAL,0,11 - WHITE,10,0,09/18,04/22,8508,FY19,347
SF,28,19 - AM IND & BL/AF AM,3,0,09/18,06/19,23316,FY19,391
RENTAL,33,12 - BLACK/AFRICAN AMER,5,0,10/18,06/19,18969,FY19,167
SF,60,11 - WHITE,1,0,01/19,01/19,0,FY19,1070
SF,0,11 - WHITE,1,0,02/19,03/19,0,FY19,961
SF,0,0 - NON-PROFIT,,0,01/18,03/19,110850,FY20,961
SF,0,0 - NON-PROFIT,1,0,04/17,08/18,140454,FY20,633
SF,0,0 - NON-PROFIT,1,0,02/18,01/19,123245.3984375,FY20,1070
SF,66,12 - BLACK/AFRICAN AMER,1,0,04/16,07/16,0,FY17,24
SF,18,11 - WHITE,1,0,10/17,11/17,0,FY18,1089
SF,25,13 - ASIAN,3,0,04/18,04/18,0,FY18,1087
SF,61,11 - WHITE,1,0,09/18,10/18,0,FY19,1091
SF,45,11 - WHITE,4,0,05/18,08/18,0,FY19,1090
SF,39,11 - WHITE,1,0,09/18,10/18,0,FY19,1085
SF,54,11 - WHITE,1,0,05/16,05/16,0,FY16,78
RENTAL,0,11 - WHITE,3,0,07/19,11/19,31802,FY20,298
RENTAL,26,11 - WHITE,2,0,05/19,11/19,22980,FY20,642
RENTAL,0,11 - WHITE,,0,05/19,10/19,19600,FY20,605
RENTAL,,11 - WHITE,,0,11/18,09/19,35395,FY20,193
RENTAL,,11 - WHITE,,0,02/19,09/19,30620,FY20,425
RENTAL,0,11 - WHITE,3,0,05/19,10/19,3170,FY20,928
SF,63,11 - WHITE,1,0,10/19,12/19,7395,FY20,309
SF,84,12 - BLACK/AFRICAN AMER,1,0,04/19,11/19,25008,FY20,1001
SF,77,12 - BLACK/AFRICAN AMER,3,0,03/19,05/19,10925,FY19,834
SF,51,11 - WHITE,1,0,04/19,09/19,18382,FY20,944
SF,57,20 - OTHER MULTI-RACIAL,1,0,06/19,08/19,4745,FY20,127
SF,55,11 - WHITE,1,0,08/19,09/19,5240,FY20,535
SF,49,12 - BLACK/AFRICAN AMER,1,0,05/19,10/19,15410,FY20,862
SF,73,11 - WHITE,1,0,06/19,09/19,10105,FY20,929
RENTAL,,12 - BLACK/AFRICAN AMER,0,0,10/18,11/19,42999,FY20,399
RENTAL,61,11 - WHITE,0,0,09/19,12/19,475,FY20,719
RENTAL,71,13 - ASIAN,1,0,02/19,08/19,13455,FY20,160
RENTAL,0,11 - WHITE,3,0,12/18,10/19,23085,FY20,618
RENTAL,40,11 - WHITE,1,0,05/19,11/19,25500,FY20,331
RENTAL,,11 - WHITE,3,0,03/19,11/19,19805,FY20,586
RENTAL,36,11 - WHITE,2,0,11/18,11/19,7780,FY20,697
RENTAL,,11 - WHITE,2,0,12/18,11/19,22635,FY20,278
RENTAL,63,11 - WHITE,2,0,02/19,10/19,19310,FY20,381
RENTAL,68,11 - WHITE,0,0,02/19,10/19,16600,FY20,412
RENTAL,,11 - WHITE,6,0,02/19,09/19,17605,FY20,486
RENTAL,67,11 - WHITE,4,0,10/18,07/19,21265,FY19,212
RENTAL,68,11 - WHITE,6,0,10/18,08/19,45613,FY20,284
RENTAL,32,11 - WHITE,6,0,10/18,04/19,10899,FY19,260
SF,37,12 - BLACK/AFRICAN AMER,7,0,08/19,09/19,475,FY20,457
RENTAL,,11 - WHITE,1,0,02/19,08/19,15470,FY20,652
SF,42,11 - WHITE,5,0,10/18,5/19,21170,FY19,52
SF,61,11 - WHITE,1,0,09/19,01/20,13540,FY20,908
SF,85,12 - BLACK/AFRICAN AMER,2,0,12/09,03/20,22945,FY20,136
SF,57,11 - WHITE,1,0,12/19,03/20,14725,FY20,101
SF,38,12 - BLACK/AFRICAN AMER,3,0,10/19,01/20,10880,FY20,602
SF,71,11 - WHITE,1,0,06/19,01/20,6551,FY20,954
SF,34,12 - BLACK/AFRICAN AMER,4,0,01/20,02/20,22600,FY20,804
SF,,12 - BLACK/AFRICAN AMER,1,0,10/19,03/20,4382,FY20,854
SF,61,12 - BLACK/AFRICAN AMER,1,0,12/19,03/20,26580,FY20,758
SF,74,17 - ASIAN & WHITE,2,0,12/10,04/20,10088,FY20,268
SF,49,11 - WHITE,1,0,09/19,12/19,18105,FY20,243
SF,32,18 - BLACK/AF AM & WHITE,3,0,02/19,06/19,5690,FY19,540
SF,42,11 - WHITE,2,0,12/18,11/19,25213.75,FY20,41
RENTAL,,14 - AMER INDIAN,2,0,01/19,01/20,4975,FY20,626
RENTAL,55,11 - WHITE,1,0,06/16,06/18,21075,FY18,1096
RENTAL,,12 - BLACK/AFRICAN AMER,3,0,10/18,01/19,1245,FY19,899
RENTAL,,11 - WHITE,,0,08/18,10/18,770,FY19,878
SF,37,17 - ASIAN & WHITE,3,0,12/19,02/20,475,FY20,974
RENTAL,,14 - AMER INDIAN,3,0,12/18,05/19,3595,FY19,600
RENTAL,0,11 - WHITE,1,0,02/19,02/19,750,FY20,392
RENTAL,0,11 - WHITE,2,0,09/19,03/20,7530,FY20,438
SF,43,11 - WHITE,3,0,05/19,02/20,16490,FY20,343
OTHER,0,11 - WHITE,,0,12/16,04/19,0,FY19,897
SF,22,11 - WHITE,1,0,10/19,12/19,0,FY20,1031
RENTAL,,11 - WHITE,0,0,02/09,06/09,9355,FY09,595
RENTAL,0,12 - BLACK/AFRICAN AMER,0,0,01/19,03/19,385,FY20,109
SF,0,0 - NON-PROFIT,,0,02/14,05/14,1725,FY14,594
RENTAL,41,11 - WHITE,0,0,09/18,03/19,0,FY19,141
RENTAL,70,12 - BLACK/AFRICAN AMER,,0,10/18,11/18,385,FY19,140
SF,43,12 - BLACK/AFRICAN AMER,6,0,09/19,06/20,27025,FY20,523
RENTAL,39,12 - BLACK/AFRICAN AMER,6,0,08/19,08/20,29155,FY21,587
RENTAL,36,11 - WHITE,4,0,09/19,06/20,13210,FY20,395
RENTAL,68,11 - WHITE,2,0,09/19,10/20,25990,FY21,440
SF,29,11 - WHITE,3,0,09/19,11/20,57874,FY21,405
RENTAL,0,11 - WHITE,5,0,05/18,03/20,14990,FY20,201
SF,48,12 - BLACK/AFRICAN AMER,8,0,08/19,08/19,0,FY20,249
SF,37,11 - WHITE,3,0,09/19,09/19,0,FY20,1013
SF,88,11 - WHITE,2,0,11/19,09/20,26480,FY21,847
SF,54,11 - WHITE,4,0,06/20,08/20,14450,FY21,161
SF,33,11 - WHITE,2,0,07/21,10/21,740,FY22,255
SF,31,11 - WHITE,2,0,07/21,08/21,475,FY22,338
RENTAL,34,12 - BLACK/AFRICAN AMER,9,0,10/19,10/20,22055,FY21,162
SF,40,11 - WHITE,6,0,11/19,06/20,21210,FY20,978
SF,62,12 - BLACK/AFRICAN AMER,3,0,08/20,11/20,5478,FY21,823
SF,52,11 - WHITE,2,0,08/20,12/20,30300,FY21,956
SF,28,12 - BLACK/AFRICAN AMER,1,0,09/20,12/20,9500,FY21,731
SF,30,11 - WHITE,6,0,10/20,11/20,3625,FY21,414
SF,34,11 - WHITE,4,0,06/20,11/20,11600,FY21,1037
SF,67,12 - BLACK/AFRICAN AMER,1,0,03/20,10/20,5025,FY21,933
SF,68,11 - WHITE,1,0,03/20,8/20,11139,FY21,129
SF,46,11 - WHITE,3,0,02/20,08/20,15945,FY21,173
SF,37,11 - WHITE,3,0,07/19,08/20,32985,FY21,450
SF,59,11 - WHITE,1,0,02/20,07/20,12850,FY21,839
SF,0,0 - NON-PROFIT,0,0,03/14,05/17,52333.609375,FY17,1081
SF,0,11 - WHITE,1,0,10/20,11/20,0,FY21,952
SF,53,11 - WHITE,2,0,11/20,01/21,8099,FY21,559
SF,60,11 - WHITE,2,0,08/20,04/21,46545,FY21,720
SF,41,11 - WHITE,1,0,11/20,03/21,11090,FY21,336
SF,46,11 - WHITE,3,0,09/20,01/21,12095,FY21,977
SF,63,12 - BLACK/AFRICAN AMER,2,0,07/20,01/21,13450,FY21,1042
SF,52,12 - BLACK/AFRICAN AMER,1,0,09/20,02/21,11000,FY21,886
SF,52,11 - WHITE,2,0,01/21,03/21,8150,FY21,130
SF,47,11 - WHITE,3,0,11/20,02/21,39839,FY21,543
SF,54,12 - BLACK/AFRICAN AMER,1,0,09/20,03/21,18690,FY21,590
SF,54,11 - WHITE,1,0,02/20,12/20,16225,FY21,297
SF,52,11 - WHITE,2,0,09/20,02/21,7850,FY21,681
SF,65,12 - BLACK/AFRICAN AMER,3,0,10/20,01/21,8625,FY21,47
SF,59,11 - WHITE,1,0,03/20,01/21,20320,FY21,137
SF,81,11 - WHITE,3,0,07/20,02/21,34300,FY21,1074
SF,57,12 - BLACK/AFRICAN AMER,1,0,09/20,01/21,27456,FY21,887
SF,71,12 - BLACK/AFRICAN AMER,3,0,09/20,12/20,11050,FY21,3
RENTAL,0,13 - ASIAN,3,0,05/19,11/20,1510,FY21,958
RENTAL,0,11 - WHITE,7,0,04/19,07/20,62199,FY20,439
SF,37,11 - WHITE,3,0,10/19,06/20,25094,FY20,508
SF,52,11 - WHITE,4,0,11/19,08/20,15175,FY21,539
RENTAL,0,11 - WHITE,3,0,02/20,09/20,37995,FY21,360
RENTAL,0,11 - WHITE,4,0,03/21,04/21,475,FY21,942
SF,76,11 - WHITE,1,0,02/20,03/21,19160,FY21,403
SF,65,11 - WHITE,1,0,03/21,06/21,9750,FY21,310
SF,55,12 - BLACK/AFRICAN AMER,1,0,03/21,04/21,8069,FY21,1055
SF,54,11 - WHITE,2,0,01/21,05/21,9051.5,FY21,797
SF,75,11 - WHITE,1,0,03/21,04/21,7900,FY21,48
SF,37,11 - WHITE,3,0,04/21,05/21,6905,FY21,1069
SF,84,12 - BLACK/AFRICAN AMER,2,0,07/20,05/21,26470,FY21,871
SF,76,11 - WHITE,1,0,08/20,05/21,17075,FY21,972
SF,71,12 - BLACK/AFRICAN AMER,1,0,02/21,05/21,943.710021972656,FY21,945
SF,55,11 - WHITE,4,0,02/21,06/21,9285,FY21,161
SF,32,11 - WHITE,1,0,07/20,10/20,4350,FY21,641
SF,0,0 - NON-PROFIT,,0,10/18,05/20,185317,FY21,18
SF,0,0 - NON-PROFIT,,0,10/19,05/20,162317,FY21,17
SF,0,0 - NON-PROFIT,1,0,10/19,02/21,191067,FY21,13
